COUNTY,YEAR,TOTAL,WHITE,HISPANIC,ASIAN,PACIFIC_ISLANDER,BLACK,AMERICAN_INDIAN,MULTIRACE,WHITE_%,HISPANIC_%,ASIAN_%,PACIFIC_ISLANDER_%,BLACK_%,AMERICAN_INDIAN_%,MULTIRACE_%
Amador,2040,61550,44274,12983,642,27,1587,753,1284,71.931762794476%,21.093419983753%,1.04305442729488%,0.043866774979691%,2.57839155158408%,1.2233956133225%,2.08610885458976%
Amador,2041,62241,44590,13321,656,27,1590,754,1303,71.6408798059157%,21.4022910942948%,1.05396764190807%,0.043379765749265%,2.55458620523449%,1.21142012499799%,2.09347536189971%
Amador,2042,62925,44902,13663,667,27,1592,753,1321,71.3579658323401%,21.7131505760826%,1.05999205403258%,0.042908224076281%,2.52999602701629%,1.19666269368296%,2.09932459276917%
Amador,2043,63614,45211,14014,679,27,1594,752,1337,71.0708334643318%,22.0297418807181%,1.06737510610872%,0.042443487282674%,2.50573773068821%,1.18212971987298%,2.10173861099758%
Amador,2044,64303,45517,14369,691,27,1596,750,1353,70.7851888714368%,22.3457692487131%,1.07459994090478%,0.041988709702502%,2.4819992846368%,1.16635304729173%,2.10410089731428%
Amador,2045,64998,45826,14725,703,27,1599,749,1369,70.503707806394%,22.6545432167144%,1.08157174066894%,0.041539739684298%,2.46007569463676%,1.15234314901997%,2.10621865288163%
Amador,2046,65701,46139,15085,714,27,1602,748,1386,70.2257195476477%,22.9600767111612%,1.08674144990183%,0.041095264912254%,2.4383190514604%,1.1384910427543%,2.10955693216237%
Amador,2047,66394,46446,15445,724,27,1605,746,1401,69.9551164261831%,23.2626442148387%,1.09045998132361%,0.040666325270356%,2.41738711329337%,1.12359550561798%,2.1101304334729%
Amador,2048,67086,46751,15803,735,27,1608,746,1416,69.688161464389%,23.5563306800227%,1.09560862176907%,0.040246847330292%,2.3969233521152%,1.11200548549623%,2.11072354887756%
Amador,2049,67789,47062,16166,746,27,1612,743,1433,69.4242428712623%,23.8475268848928%,1.10047352815354%,0.039829470858104%,2.37796692678753%,1.09604803139152%,2.11391228665418%
Amador,2050,68487,47369,16525,758,27,1616,743,1449,69.1649510126009%,24.1286667542745%,1.10677938878911%,0.039423540233913%,2.35957188955568%,1.0848774219925%,2.11572999255333%
Butte,2000,204065,164452,21363,7046,299,2775,3404,4726,80.588047925906%,10.4687232009409%,3.4528214049445%,0.14652194153824%,1.35986082865754%,1.66809594981991%,2.31592874819298%
Butte,2001,206403,165648,22319,7021,299,2797,3485,4834,80.2546474615194%,10.8133118220181%,3.40159784499256%,0.14486223552952%,1.35511596246179%,1.6884444509043%,2.34202022257428%
Butte,2002,209047,167059,23336,7019,301,2823,3582,4927,79.9145646672758%,11.1630398905509%,3.35761814328835%,0.14398675895851%,1.35041402172717%,1.71349026773883%,2.35688625046042%
Butte,2003,211609,168431,24282,7022,305,2849,3667,5053,79.5953858295252%,11.4749372663734%,3.31838437873625%,0.14413375612568%,1.34635105312156%,1.73291306135372%,2.38789465476421%
Butte,2004,213143,169107,25023,6961,307,2869,3710,5166,79.3396921315736%,11.7400055361893%,3.26588252956935%,0.14403475600888%,1.34604467423279%,1.74061545535157%,2.42372491707445%
Butte,2005,215168,170092,25889,6936,309,2891,3777,5274,79.0507882212968%,12.031993604997%,3.22352766210589%,0.14360871505057%,1.34360127900059%,1.75537254610351%,2.45110797144557%
Butte,2006,217241,171149,26790,6939,313,2922,3873,5255,78.7830105735105%,12.3319262938396%,3.19414843422742%,0.14407961664695%,1.34504996754756%,1.78281263665698%,2.41897247757099%
Butte,2007,220376,172924,27920,6969,317,2958,3988,5300,78.4677097324572%,12.6692561803463%,3.16232257596108%,0.14384506479834%,1.34225142483755%,1.80963444295205%,2.4049805786474%
Butte,2008,223572,174736,29074,6994,321,2993,4107,5347,78.1564775553289%,13.0043118100657%,3.12829871361351%,0.1435779077881%,1.33871862308339%,1.83699210992432%,2.39162328019609%
Butte,2009,226819,176578,30249,7016,325,3029,4225,5397,77.8497392193776%,13.3361843584532%,3.09321529501497%,0.14328605628276%,1.33542604455535%,1.86271873167592%,2.37943029464022%
Butte,2010,230116,178452,31448,7037,329,3057,4345,5448,77.5487145613517%,13.6661509847207%,3.05802291018443%,0.14297137096073%,1.32846042865337%,1.88817813624433%,2.36750160788472%
Butte,2011,235043,181439,32985,7127,333,3088,4518,5553,77.1939602540812%,14.033602362121%,3.03221112732564%,0.14167620392864%,1.3138021553503%,1.92220146951834%,2.36254642767494%
Butte,2012,240039,184463,34548,7216,337,3119,4696,5660,76.8470956802853%,14.3926611925562%,3.00617816271522%,0.14039385266561%,1.29937218535321%,1.95634875999317%,2.35795016643129%
Butte,2013,245082,187519,36136,7296,341,3149,4872,5769,76.5127589949486%,14.7444528769963%,2.97696281244645%,0.13913710513216%,1.28487608229083%,1.98790608857444%,2.35390603961123%
Butte,2014,250177,190604,37748,7372,345,3178,5052,5878,76.1876591373308%,15.0885173297306%,2.94671372668151%,0.13790236512549%,1.27030062715597%,2.01937028583763%,2.34953652813808%
Butte,2015,255312,193716,39380,7446,349,3206,5229,5986,75.8742244782854%,15.4242652127593%,2.91643166008648%,0.1366954941405%,1.25571849345115%,2.0480823463057%,2.34458231497149%
Butte,2016,260487,196848,41037,7518,353,3231,5404,6096,75.5692222644508%,15.7539531723272%,2.8861325133308%,0.13551540000077%,1.24036900114017%,2.07457569859532%,2.3402319501549%
Butte,2017,265697,200000,42714,7583,357,3259,5578,6206,75.2737140426877%,16.0762071080968%,2.8540028679285%,0.1343635795662%,1.2265851703256%,2.09938388465056%,2.3357433467446%
Butte,2018,270926,203159,44413,7646,360,3284,5750,6314,74.9868967910057%,16.3930372131135%,2.82217284424529%,0.13287761233695%,1.21213910809594%,2.12235075260403%,2.33052567859858%
Butte,2019,276179,206329,46132,7703,363,3306,5921,6425,74.7084318503579%,16.7036595830965%,2.78913313466991%,0.13143649589578%,1.19704973948055%,2.14389942754518%,2.32638976895419%
Butte,2020,281442,209497,47868,7754,365,3327,6092,6539,74.4370065590779%,17.0081224550707%,2.75509696491639%,0.12968924325438%,1.18212633508858%,2.16456676686493%,2.32339167572715%
Butte,2021,286792,212727,49636,7800,367,3347,6260,6655,74.1746631705208%,17.3073168010265%,2.71974113643337%,0.1279673073168%,1.16704789533878%,2.18276660436832%,2.3204970849954%
Butte,2022,292153,215963,51420,7837,369,3367,6425,6772,73.9211988239039%,17.6003669310259%,2.68249855383994%,0.126303683344%,1.15247832471342%,2.19919015036642%,2.31796353280644%
Butte,2023,297517,219193,53225,7868,371,3386,6586,6888,73.6741093786237%,17.8897340320049%,2.6445547649378%,0.1246987567097%,1.13808622700552%,2.21365501803258%,2.31516182268576%
Butte,2024,302873,222406,55047,7897,373,3400,6743,7007,73.4320986023845%,18.174944613749%,2.60736348238371%,0.12315392920465%,1.12258273269654%,2.22634569605082%,2.31351094353079%
Butte,2025,308218,225605,56885,7921,373,3411,6898,7125,73.1965686624402%,18.4560927655101%,2.56993426730431%,0.12101824033639%,1.10668422999306%,2.23802633201176%,2.31167550240414%
Butte,2026,313569,228798,58737,7942,376,3426,7047,7243,72.9657587325278%,18.7317623872258%,2.53277588026878%,0.11990981251335%,1.09258249380519%,2.24735225739789%,2.30985843626124%
Butte,2027,318895,231974,60599,7957,377,3434,7196,7358,72.743065899434%,19.0028065664247%,2.49517866382352%,0.1182207309616%,1.07684347512504%,2.25654212201508%,2.30734254221609%
Butte,2028,324224,235140,62473,7974,379,3441,7347,7470,72.5239340702724%,19.2684687129886%,2.45941077773391%,0.11689449269641%,1.06130329648638%,2.26602595736281%,2.30396269245953%
Butte,2029,329538,238287,64360,7988,382,3447,7494,7580,72.3094149991807%,19.5303728249853%,2.42399966013024%,0.11591986356657%,1.04600986836116%,2.27409282085829%,2.30018996291778%
Butte,2030,334842,241418,66258,7997,385,3450,7642,7692,72.0990795658848%,19.787840235096%,2.38829059675907%,0.1149796023199%,1.03033669611339%,2.28227044397059%,2.29720285985629%
Butte,2031,340122,244503,68180,8004,387,3454,7791,7803,71.8868523647397%,20.0457482903194%,2.35327323725016%,0.11378270150123%,1.01551796120216%,2.2906486496022%,2.29417679538519%
Butte,2032,345409,247579,70119,8010,389,3458,7939,7915,71.67705531703%,20.300281695034%,2.31898995104355%,0.11262011123045%,1.00113199134939%,2.29843460940508%,2.29148632490757%
Butte,2033,350694,250641,72065,8016,393,3461,8090,8028,71.469999486732%,20.5492537653909%,2.28575339184588%,0.11206350835771%,0.98690026062607%,2.30685440868678%,2.28917517836062%
Butte,2034,355987,253691,74024,8025,397,3464,8242,8144,71.2641191953639%,20.7940177590755%,2.25429580293662%,0.11152092632596%,0.97306924129252%,2.31525308508457%,2.28772398992098%
Butte,2035,361278,256733,75989,8029,400,3472,8396,8259,71.062450522866%,21.0333870315934%,2.22238829931521%,0.11071806199104%,0.96103277808225%,2.32397212119199%,2.28605118496006%
Butte,2036,366572,259763,77973,8034,404,3480,8549,8369,70.8627500190958%,21.2708553844811%,2.19165675501675%,0.11021027247035%,0.94933601038814%,2.33214757264603%,2.28304398590181%
Butte,2037,371871,262793,79971,8040,407,3485,8697,8478,70.6677853341616%,21.5050380373839%,2.16204006227966%,0.10944655539152%,0.93715293744336%,2.33871423154804%,2.27982284179191%
Butte,2038,377155,265810,81981,8039,410,3489,8845,8581,70.4776550754995%,21.7366865081995%,2.1314844029643%,0.10870862112394%,0.9250838514669%,2.34518964351527%,2.27519189723058%
Butte,2039,382447,268824,84009,8037,413,3490,8991,8683,70.2905239157321%,21.9661809348746%,2.10146765434165%,0.10798881936582%,0.91254474476202%,2.35091398285253%,2.27037994807124%
Butte,2040,387743,271829,86052,8035,414,3493,9138,8782,70.105456449246%,22.1930505515251%,2.07224888650472%,0.10677175345525%,0.90085443193043%,2.35671565959927%,2.2649022677392%
Butte,2041,393071,274848,88109,8034,415,3496,9287,8882,69.9232454187666%,22.415543247912%,2.04390555395844%,0.1055788903277%,0.88940674839914%,2.36267748065871%,2.25964265997746%
Butte,2042,398401,277860,90179,8031,415,3503,9432,8981,69.7438008438734%,22.6352343493114%,2.01580819325253%,0.10416640520481%,0.87926486128298%,2.36746393708851%,2.25426140998642%
Butte,2043,403737,280874,92261,8025,415,3506,9574,9082,69.5685557677399%,22.8517574559676%,1.9876800986781%,0.10278968734597%,0.86838709357825%,2.37134570277185%,2.24948419391832%
Butte,2044,409098,283890,94360,8019,416,3511,9718,9184,69.394130501738%,23.0653779778928%,1.96016602378892%,0.10168712631203%,0.85822956846526%,2.37546993629888%,2.24493886550411%
Butte,2045,414470,286912,96470,8005,417,3514,9866,9286,69.2238280213284%,23.2755084807103%,1.93138224720728%,0.10061041812435%,0.84782975848674%,2.38038941298526%,2.24045166115762%
Butte,2046,419862,289945,98596,7988,417,3521,10010,9385,69.0572140369931%,23.4829539229556%,1.90252987886496%,0.099318347457022%,0.83860887624982%,2.38411668595872%,2.23525825152074%
Butte,2047,425267,292982,100739,7967,417,3524,10152,9486,68.893659747876%,23.6884122210282%,1.87341129219996%,0.098056044790684%,0.82865587971792%,2.38720615519191%,2.23059865919528%
Butte,2048,430696,296025,102897,7944,418,3529,10298,9585,68.7317736872411%,23.8908650184817%,1.84445641473336%,0.097052213161952%,0.81937143600126%,2.39101361517172%,2.22546761520887%
Butte,2049,436133,299080,105061,7919,418,3528,10440,9687,68.5754116290214%,24.0892113185657%,1.81573052256995%,0.095842323327976%,0.8089275519165%,2.39376520465088%,2.22111144994761%
Butte,2050,441596,302148,107237,7890,417,3533,10584,9787,68.4218154149947%,24.283960905443%,1.78670096649426%,0.09443020317213%,0.80005253670776%,2.396760840225%,2.21627913296316%
Calaveras,2000,40870,35857,2788,342,40,327,630,886,87.7342794225593%,6.82162955713237%,0.8367996085148%,0.097871299241497%,0.80009787129924%,1.54147296305358%,2.16784927819917%
Calaveras,2001,41719,36417,3026,342,40,327,635,932,87.291162300151%,7.25328986792588%,0.81977036841727%,0.095879575253482%,0.78381552769721%,1.52208825714902%,2.23399410340612%
Calaveras,2002,42491,36912,3261,346,40,329,639,964,86.8701607399214%,7.67456637876256%,0.81429008495917%,0.094137582076204%,0.77428161257678%,1.50384787366736%,2.26871572803653%
Calaveras,2003,43572,37617,3562,348,40,329,647,1029,86.3329661250344%,8.17497475442945%,0.79867805012393%,0.091802074726889%,0.75507206462866%,1.48489855870743%,2.36160837234922%
Calaveras,2004,44243,38028,3777,348,40,329,651,1070,85.9525800691635%,8.53694369730805%,0.78656510634451%,0.090409782338449%,0.74362045973374%,1.47141920755826%,2.41846167755351%
Calaveras,2005,45124,38535,4070,348,40,331,660,1140,85.398014360429%,9.01959046183849%,0.77120822622108%,0.088644623703572%,0.73353426114706%,1.46263629110894%,2.52637177555181%
Calaveras,2006,45607,38761,4300,352,40,333,663,1158,84.9891464029644%,9.42837722279475%,0.77181134474971%,0.087705834630649%,0.73015107330015%,1.453724209003%,2.53908391255728%
Calaveras,2007,46121,38980,4538,356,42,335,667,1203,84.5168144662952%,9.83933566054509%,0.77188265649054%,0.091064807788209%,0.72635025259643%,1.44619587606513%,2.60835628021942%
Calaveras,2008,46658,39215,4783,360,44,337,671,1248,84.0477517253204%,10.2511895066227%,0.77157186334605%,0.094303227742295%,0.72227699429894%,1.43812422307%,2.67478245959964%
Calaveras,2009,47197,39448,5030,364,46,339,675,1295,83.5815835752272%,10.6574570417611%,0.77123545988092%,0.097463821853084%,0.71826599148251%,1.43017564675721%,2.7438184630379%
Calaveras,2010,47750,39684,5284,368,48,341,681,1344,83.1078534031414%,11.0659685863874%,0.77068062827225%,0.10052356020942%,0.71413612565445%,1.4261780104712%,2.81465968586387%
Calaveras,2011,48620,40124,5613,372,50,343,688,1430,82.5257095845331%,11.5446318387495%,0.76511723570547%,0.10283833813246%,0.70547099958865%,1.41505553270259%,2.94117647058824%
Calaveras,2012,49487,40553,5946,376,52,345,695,1520,81.9467739002162%,12.0152767393457%,0.75979550184897%,0.10507810131954%,0.69715278760078%,1.40440923878999%,3.07151373087882%
Calaveras,2013,50363,40982,6288,380,54,347,701,1611,81.3732303476759%,12.4853563131664%,0.75452216905268%,0.1072215713917%,0.68899787542442%,1.39189484343665%,3.19877687985227%
Calaveras,2014,51239,41407,6630,384,56,349,708,1705,80.8114912469018%,12.9393625948984%,0.74942914576787%,0.10929175042448%,0.68112180175257%,1.38175998750951%,3.32754347274537%
Calaveras,2015,52111,41823,6977,388,56,351,715,1801,80.2575272015506%,13.3887279077354%,0.74456448734432%,0.10746291569918%,0.67356220375736%,1.37207115580204%,3.45608412811115%
Calaveras,2016,52975,42226,7327,392,56,355,722,1897,79.7092968381312%,13.8310523831996%,0.73997168475696%,0.10571024067957%,0.67012741859368%,1.36290703161869%,3.58093440302029%
Calaveras,2017,53831,42617,7682,396,56,357,729,1994,79.1681373186454%,14.2705875796474%,0.73563560030466%,0.10402927681076%,0.66318663966859%,1.35423826419721%,3.70418532072598%
Calaveras,2018,54680,42997,8040,398,56,359,736,2094,78.6338697878566%,14.7037307973665%,0.72787125091441%,0.10241404535479%,0.65654718361375%,1.34601316752012%,3.82955376737381%
Calaveras,2019,55509,43357,8395,402,56,362,742,2195,78.1080545497127%,15.1236736385091%,0.72420688536994%,0.10088454124556%,0.65214649876597%,1.33672017150372%,3.95431371489308%
Calaveras,2020,56318,43695,8754,406,56,363,749,2295,77.5862068965517%,15.5438758478639%,0.72090628218332%,0.099435349266664%,0.64455413899641%,1.32994779644163%,4.07507368869633%
Calaveras,2021,57218,44098,9136,409,56,362,755,2402,77.0701527491349%,15.9670033905414%,0.71481002481737%,0.097871299241497%,0.63266804152539%,1.31951483798805%,4.19797965675137%
Calaveras,2022,58096,44476,9521,412,56,362,760,2509,76.5560451666208%,16.3883916276508%,0.70917102726522%,0.096392178463233%,0.62310658220876%,1.30817956485817%,4.31871385293308%
Calaveras,2023,58967,44837,9912,416,56,364,765,2617,76.0374446724439%,16.8094018688419%,0.70547933589974%,0.09496837214035%,0.61729441891227%,1.29733579798871%,4.43807553377313%
Calaveras,2024,59814,45176,10303,419,56,365,770,2725,75.5274684856388%,17.2250643662019%,0.70050489851874%,0.09362356638914%,0.61022503092921%,1.28732403785067%,4.55578961447153%
Calaveras,2025,60632,45481,10700,422,56,364,775,2834,75.0115450587149%,17.6474468927299%,0.69600211109645%,0.09236046971896%,0.60034305317324%,1.27820292914633%,4.67409948542024%
Calaveras,2026,61441,45770,11103,423,56,364,781,2944,74.4942302371381%,18.0709949382334%,0.68846535700916%,0.091144349864097%,0.59243827411663%,1.27113816506893%,4.79158867856968%
Calaveras,2027,62239,46047,11509,424,56,364,783,3056,73.984157843153%,18.491621009335%,0.68124487861309%,0.089975738684748%,0.58484230145086%,1.25805363196709%,4.91010459679622%
Calaveras,2028,63022,46306,11918,426,56,362,786,3168,73.4759290406525%,18.9108565262924%,0.67595442861223%,0.088857859160293%,0.5744025895719%,1.24718352321412%,5.02681603249659%
Calaveras,2029,63804,46555,12331,428,58,362,788,3282,72.9656447871607%,19.3263745219735%,0.670804338286%,0.090903391636888%,0.56736254780265%,1.23503228637703%,5.14387812676321%
Calaveras,2030,64572,46791,12744,428,60,361,791,3397,72.4632967849842%,19.736108530013%,0.66282599269033%,0.09291953168556%,0.55906584897479%,1.22498915938797%,5.26079415226414%
Calaveras,2031,65334,47015,13161,429,62,360,795,3512,71.9610003979551%,20.1441822022224%,0.6566259527964%,0.094896990847032%,0.55101478556341%,1.2168243181192%,5.3754553524964%
Calaveras,2032,66093,47231,13582,430,64,359,799,3628,71.4614255670041%,20.5498312983221%,0.65059839922533%,0.096833250117259%,0.5431740123765%,1.20890260693266%,5.48923486602212%
Calaveras,2033,66850,47440,14013,430,66,358,800,3743,70.964846671653%,20.9618548990277%,0.6432311144353%,0.098728496634256%,0.53552729992521%,1.19670905011219%,5.59910246821242%
Calaveras,2034,67604,47642,14447,431,68,357,802,3857,70.4721614105674%,21.3700372759008%,0.63753624045914%,0.10058576415597%,0.52807526181883%,1.18632033607479%,5.70528371102302%
Calaveras,2035,68369,47846,14893,428,69,356,805,3972,69.9820093902207%,21.7832643449517%,0.62601471427109%,0.10092293290819%,0.52070382775819%,1.17743421726221%,5.80965057262794%
Calaveras,2036,69133,48046,15338,428,71,355,809,4086,69.4979242908596%,22.1862207628774%,0.61909652409124%,0.10270059161327%,0.51350295806634%,1.17020814950892%,5.91034672298324%
Calaveras,2037,69899,48244,15791,428,71,354,812,4199,69.019585401794%,22.5911672556117%,0.61231205024392%,0.10157512983018%,0.50644501351951%,1.16167613270576%,6.00723901629494%
Calaveras,2038,70668,48443,16248,428,71,352,812,4314,68.550121695817%,22.9920190185091%,0.60564895001981%,0.10046980245656%,0.49810380936209%,1.14903492386936%,6.10460179996604%
Calaveras,2039,71442,48636,16714,428,71,351,813,4429,68.0776014109348%,23.39520170208%,0.59908737157414%,0.099381316312533%,0.49130763416478%,1.13798605862098%,6.19943450631281%
Calaveras,2040,72230,48836,17187,427,71,350,815,4544,67.6117956527758%,23.794822096082%,0.59116710508099%,0.098297106465458%,0.48456320088606%,1.12834002492039%,6.29101481378928%
Calaveras,2041,73026,49039,17663,428,71,349,816,4660,67.1527948949689%,24.1872757647961%,0.58609262454468%,0.09722564566045%,0.4779119765563%,1.11741023744968%,6.38128885602388%
Calaveras,2042,73815,49237,18140,428,71,347,815,4777,66.7032445979814%,24.5749508907404%,0.579827948249%,0.096186411975886%,0.47009415430468%,1.10411163042742%,6.47158436632121%
Calaveras,2043,74614,49437,18628,428,71,346,811,4893,66.2570027072667%,24.9658241080762%,0.57361889189696%,0.095156404964216%,0.46371994531857%,1.08692738628139%,6.55775055619589%
Calaveras,2044,75426,49643,19119,429,70,345,809,5011,65.8168270888023%,25.3480232280646%,0.56876938986556%,0.092806194150558%,0.45740195688489%,1.07257444382574%,6.64359769840638%
Calaveras,2045,76244,49850,19614,428,69,343,809,5131,65.3821940087089%,25.7253029746603%,0.56135564765752%,0.090498924505535%,0.44987146529563%,1.061067100362%,6.72970987881014%
Calaveras,2046,77068,50059,20114,427,68,342,808,5250,64.9543260497223%,26.0990294285566%,0.55405615819796%,0.088233767581876%,0.44376394872061%,1.04842476773758%,6.81216587948305%
Calaveras,2047,77900,50269,20621,427,68,340,805,5370,64.5301668806162%,26.4711168164313%,0.54813863928113%,0.087291399229782%,0.43645699614891%,1.03337612323492%,6.89345314505777%
